"","rank","title","Previous.Rank","Revenues...M.","Revenue.Change","Profits...M.","Profit.Change","Assets...M.","Mkt.Value.as.of.3.29.18...M.","Employees","CEO","CEO.Title","Sector","Industry","Years.on.Fortune.500.List","City","State","Latitude","Longitude","CEO.gender","ticker"
"727",727,"Qorvo","787","$3,033 ","16.20%","($16.60)","-","$6,522 ","$8,912 ","8,600","Robert Bruggeworth","President, Chief Executive Officer &  Director","Technology","Semiconductors and Other Electronic Components","-","Greensboro","NC",36.0726354,-79.7919754,"male","QRVO"
"728",728,"Steelcase","718","$3,032 ","-0.90%","$124.60 ","-26.80%","$1,792 ","$1,580 ","12,650","James Keane","President, Chief Executive Officer &  Director","Household Products","Home Equipment, Furnishings","-","Grand Rapids","MI",42.9633599,-85.6680863,"male","SCS"
"729",729,"Univision Communications","724","$3,016 ","-0.80%","$654.90 ","199.20%","$9,599 ","$0 ","4,500","Vincent Sadusky","President, Chief Executive Officer &  Director","Media","Entertainment","-","New York","NY",40.7127753,-74.0059728,"male","EVC"
"730",730,"Worthington Industries","757","$3,014 ","6.90%","$204.50 ","42.30%","$2,325 ","$2,644 ","10,000","John McConnell","Chairman &  Chief Executive Officer","Materials","Metals","-","Columbus","OH",39.9611755,-82.9987942,"male","WOR"
"731",731,"Timken","781","$3,004 ","12.50%","$203.40 ","33.30%","$3,402 ","$3,556 ","15,006","Richard Kyle","President, Chief Executive Officer &  Director","Industrials","Industrial Machinery","-","North Canton","OH",40.875891,-81.4023356,"male","TKR"
"732",732,"A.O. Smith","776","$2,997 ","11.60%","$296.50 ","-9.20%","$3,197 ","$10,908 ","16,100","Ajita Rajendra","Chairman &  Chief Executive Officer","Industrials","Electronics, Electrical Equip.","-","Milwaukee","WI",43.0389025,-87.9064736,"male","AOS"
"733",733,"PriceSmart","748","$2,997 ","3.10%","$90.70 ","2.30%","$1,178 ","$2,540 ","7,903","Jose Luis Laparte","President, Chief Executive Officer &  Director","Retailing","General Merchandisers","-","San Diego","CA",32.715738,-117.1610838,"male","PSMT"
"734",734,"Stifel Financial","785","$2,997 ","13.40%","$182.90 ","124.30%","$21,384 ","$4,256 ","7,100","Ronald Kruszewski","Co-Chairman &  Chief Executive Officer","Financials","Securities","-","St. Louis","MO",38.6270025,-90.1994042,"male","SF"
"735",735,"Brown-Forman","713","$2,994 ","-3.10%","$669.00 ","-37.30%","$4,625 ","$26,160 ","4,570","Paul Varga","Chairman &  Chief Executive Officer","Food, Beverages &  Tobacco","Beverages","-","Louisville","KY",38.2526647,-85.7584557,"male","BF.A"
"736",736,"Cinemark Holdings","744","$2,992 ","2.50%","$264.20 ","3.60%","$4,471 ","$4,388 ","19,915","Mark Zoradi","Chairman &  Chief Executive Officer","Media","Entertainment","-","Plano","TX",33.0198431,-96.6988856,"male","CNK"
"737",737,"Granite Construction","808","$2,990 ","18.90%","$69.10 ","21.00%","$1,872 ","$2,228 ","3,600","James Roberts","President, Chief Executive Officer &  Director","Engineering &  Construction","Engineering, Construction","-","Watsonville","CA",36.910231,-121.7568946,"male","GVA"
"738",738,"Dycom Industries","780","$2,978 ","0.80%","$151.30 ","-3.70%","$1,841 ","$3,357 ","14,365","Steven Nielsen","Chairman, President &  Chief Executive Officer","Engineering &  Construction","Engineering, Construction","-","Palm Beach Gardens","FL",26.8233946,-80.1386547,"male","DY"
"739",739,"Clean Harbors","764","$2,945 ","6.90%","$100.70 ","-","$3,707 ","$2,758 ","12,700","Alan McKim","Chairman, President &  Chief Executive Officer","Business Services","Waste Management","-","Norwell","MA",42.1615157,-70.7927832,"male","CLH"
"740",740,"First Solar","738","$2,941 ","-0.30%","($165.60)","-","$6,865 ","$7,416 ","4,100","Mark Widmar","Chairman &  Chief Executive Officer","Energy","Energy","-","Tempe","AZ",33.4255104,-111.9400054,"male","FSLR"
"741",741,"Scotts Miracle-Gro","740","$2,936 ","0.00%","$218.30 ","-30.80%","$2,747 ","$4,881 ","4,700","James Hagedorn","Chairman &  Chief Executive Officer","Chemicals","Chemicals","-","Marysville","OH",40.2364486,-83.3671432,"male","SMG"
"742",742,"Cracker Barrel Old Country Store","747","$2,926 ","0.50%","$201.90 ","6.70%","$1,522 ","$3,821 ","73,000","Sandra Cochran","President, Chief Executive Officer &  Director","Hotels, Restaurants &  Leisure","Food Services","-","Lebanon","TN",36.2081098,-86.2911024,"female","CBRL"
"743",743,"Triple-S Management","732","$2,916 ","-2.30%","$54.50 ","212.50%","$3,117 ","$616 ","3,517","Roberto Garcia-Rodriguez","President, Chief Executive Officer &  Director","Health Care","Health Care: Insurance and Managed Care","-","San Juan","Puerto Rico",18.4655394,-66.1057355,"male","GTS"
"744",744,"First Republic Bank","842","$2,912 ","22.60%","$757.70 ","12.50%","$87,781 ","$14,982 ","4,025","James Herbert II","Chairman &  Chief Executive Officer","Financials","Commercial Banks","-","SF","CA",37.7749295,-122.4194155,"male",NA
"745",745,"ServiceMaster Global Holdings","768","$2,912 ","6.00%","$510.00 ","229.00%","$5,646 ","$6,882 ","13,000","Nikhil Varty","Chairman &  Chief Executive Officer","Business Services","Diversified Outsourcing Services","-","Memphis","TN",35.1495343,-90.0489801,"male","SERV"
"746",746,"PC Connection","775","$2,912 ","8.10%","$54.90 ","14.00%","$748 ","$671 ","2,505","Timothy McGrath","President, Chief Executive Officer &  Director","Retailing","Specialty Retailers: Other","-","Merrimack","NH",42.8678693,-71.4948322,"male","CNXN"
"747",747,"Genesco","751","$2,907 ","1.30%","($111.80)","-214.80%","$1,315 ","$809 ","19,350","Robert Dennis","Chairman, President &  Chief Executive Officer","Retailing","Specialty Retailers: Apparel","-","Nashville","TN",36.1626638,-86.7816016,"male","GCO"
"748",748,"Medical Mutual of Ohio","762","$2,895 ","5.00%","$8.10 ","-80.00%","$2,234 ","-","2,244","Richard Chiricosta","Chairman, President &  Chief Executive Officer","Financials","Insurance: Life, Health (Mutual)","-","Cleveland","OH",41.49932,-81.6943605,"male",NA
"749",749,"MSC Industrial Direct","752","$2,888 ","0.80%","$231.40 ","0.10%","$2,099 ","$5,178 ","6,563","Erik Gershwind","President, Chief Executive Officer &  Director","Wholesalers","Wholesalers: Diversified","-","Melville","NY",40.7934322,-73.4151214,"male","CSWI"
"750",750,"Legg Mason","783","$2,887 ","8.50%","$227.30 ","-","$8,290 ","$3,437 ","3,338","Joseph Sullivan","Chairman, President &  Chief Executive Officer","Financials","Securities","-","Baltimore","MD",39.2903848,-76.6121893,"male","INFR"
"751",751,"Hyster-Yale Materials Handling","792","$2,885 ","12.30%","$48.60 ","13.60%","$1,648 ","$1,157 ","6,800","Alfred Rankin Jr","Chairman, President &  Chief Executive Officer","Industrials","Industrial Machinery","-","Cleveland","OH",41.49932,-81.6943605,"male","HY"
"752",752,"Apollo Global Management","881","$2,884 ","29.80%","$629.10 ","56.20%","$6,991 ","$5,970 ","1,047","Leon Black","Chairman &  Chief Executive Officer","Financials","Securities","-","New York","NY",40.7127753,-74.0059728,"male","APO"
"753",753,"Citrix Systems","661","$2,883 ","-15.70%","($20.70)","-103.90%","$5,820 ","$12,635 ","7,500","David Henshall","President, Chief Executive Officer &  Director","Technology","Computer Software","-","Fort Lauderdale","FL",26.1224386,-80.1373174,"male","CTXS"
"754",754,"Acadia Healthcare","754","$2,877 ","0.90%","$199.80 ","3153.10%","$6,425 ","$3,459 ","34,050","Joey Jacobs","Chairman &  Chief Executive Officer","Health Care","Health Care: Medical Facilities","-","Franklin","TN",35.9250637,-86.8688899,"male","ACHC"
"755",755,"Varian Medical Systems","691","$2,862 ","-11.10%","$249.60 ","-38.00%","$3,179 ","$11,198 ","6,600","Dow Wilson","President, Chief Executive Officer &  Director","Health Care","Medical Products and Equipment","-","Palo Alto","CA",37.4418834,-122.1430195,"male","VAR"
"756",756,"Groupon","704","$2,859 ","-9.00%","$14.00 ","-","$1,678 ","$2,437 ","6,672","Rich Williams","Chairman &  Chief Executive Officer","Technology","Internet Services and Retailing","-","Chicago","IL",41.8781136,-87.6297982,"male","GRPN"
"757",757,"Aleris","782","$2,858 ","7.30%","($210.60)","-","$2,644 ","-","5,400","Sean Stack","Chairman, President &  Chief Executive Officer","Materials","Metals","-","Cleveland","OH",41.49932,-81.6943605,"male","ABCB"
"758",758,"Sprague Resources","837","$2,855 ","19.50%","$29.50 ","190.20%","$1,363 ","$542 ","981","David Glendon","President, Chief Executive Officer &  Director","Wholesalers","Wholesalers: Diversified","-","Portsmouth","NH",43.0717552,-70.7625532,"male","SRLP"
"759",759,"Cooper Tire & Rubber","743","$2,855 ","-2.40%","$95.40 ","-61.60%","$2,608 ","$1,491 ","9,204","Bradley Hughes","President, Chief Executive Officer &  Director","Motor Vehicles &  Parts","Motor Vehicles and Parts","-","Findlay","OH",41.04422,-83.6499321,"male","CTB"
"760",760,"Hain Celestial Group","","$2,853 ","-1.10%","$67.40 ","42.20%","$2,931 ","$3,333 ","7,825","Irwin Simon","Chairman, President &  Chief Executive Officer","Food, Beverages &  Tobacco","Food Consumer Products","-","Lake Success","NY",40.7706572,-73.7176312,"male","HAIN"
"761",761,"Penn Mutual Life Insurance","799","$2,851 ","12.40%","$594.00 ","181.80%","$31,660 ","-","3,089","Eileen McDonnell","Chairman &  Chief Executive Officer","Financials","Insurance: Life, Health (stock)","-","Horsham","PA",40.1784422,-75.1285061,"female",NA
"762",762,"Colony NorthStar","","$2,842 ","613.20%","($197.90)","-568.00%","$24,786 ","$3,038 ","544","Richard Saltzman","President, Chief Executive Officer &  Director","Financials","Real estate","-","Los Angeles","CA",34.0522342,-118.2436849,"male",NA
"763",763,"ArcBest","774","$2,827 ","4.70%","$59.70 ","220.20%","$1,366 ","$822 ","13,000","Judy McReynolds","Chairman, President &  Chief Executive Officer","Transportation","Trucking, Truck Leasing","-","Fort Smith","AR",35.3859242,-94.3985475,"female","ARCB"
"764",764,"Presidio","","$2,818 ","2.80%","$4.40 ","-","$2,651 ","$1,438 ","2,700","Robert Cagnazzi","Chairman, President &  Chief Executive Officer","Technology","Information Technology Services","-","New York","NY",40.7127753,-74.0059728,"male","PSDO"
"765",765,"TRI Pointe Group","831","$2,810 ","16.80%","$187.20 ","-4.10%","$3,805 ","$2,487 ","1,251","Douglas Bauer","Chairman &  Chief Executive Officer","Engineering &  Construction","Homebuilders","-","Irvine","CA",33.6845673,-117.8265049,"male","TPH"
"766",766,"Annaly Capital Management","853","$2,809 ","20.10%","$1,569.60 ","9.50%","$101,760 ","$12,095 ","152","Kevin Keyes","Chairman, President &  Chief Executive Officer","Financials","Diversified Financials","-","New York","NY",40.7127753,-74.0059728,"male","NLY"
"767",767,"G-III Apparel Group","838","$2,807 ","17.60%","$62.10 ","19.60%","$1,915 ","$1,849 ","9,961","Morris Goldfarb","Chairman &  Chief Executive Officer","Apparel","Apparel","-","New York","NY",40.7127753,-74.0059728,"male","GIII"
"768",768,"AMC Networks","763","$2,806 ","1.80%","$471.30 ","74.20%","$5,033 ","$3,140 ","2,039","Joshua Sapan","President, Chief Executive Officer &  Director","Media","Entertainment","-","New York","NY",40.7127753,-74.0059728,"male","AMCX"
"769",769,"Enable Midstream Partners","870","$2,803 ","23.40%","$436.00 ","39.70%","$11,593 ","$5,935 ","1,630","Rodney Sailor","President, Chief Executive Officer &  Director","Energy","Pipelines","-","Oklahoma City","OK",35.4675602,-97.5164276,"male","ENBL"
"770",770,"Ciena","788","$2,802 ","7.70%","$1,262.00 ","1638.60%","$3,952 ","$3,719 ","5,737","Gary Smith","President, Chief Executive Officer &  Director","Technology","Network and Other Communications Equipment","-","Hanover","MD",39.1955042,-76.7228227,"male","CI"
"771",771,"DSW","772","$2,800 ","3.30%","$67.30 ","-46.00%","$1,414 ","$1,798 ","12,000","Roger Rawlins","Chairman &  Chief Executive Officer","Retailing","Specialty Retailers: Apparel","-","Columbus","OH",39.9611755,-82.9987942,"male","DPW"
"772",772,"Convergys","746","$2,792 ","-4.20%","$121.40 ","-15.10%","$2,415 ","$2,073 ","115,000","Andrea Ayers","President, Chief Executive Officer &  Director","Business Services","Diversified Outsourcing Services","-","Cincinnati","OH",39.1031182,-84.5120196,"female",NA
"773",773,"Park Hotels & Resorts","","$2,791 ","-","$2,625.00 ","-","$9,714 ","$5,435 ","520","Thomas Baltimore Jr","Chairman, President &  Chief Executive Officer","Financials","Real estate","-","McLean","VA",38.9338676,-77.1772604,"male","BHR"
"774",774,"Pool","791","$2,788 ","8.50%","$191.60 ","28.70%","$1,101 ","$5,931 ","4,000","Manuel Perez de la Mesa","President, Chief Executive Officer &  Director","Wholesalers","Wholesalers: Diversified","-","Covington","LA",30.4754702,-90.1009108,"male","PLM"
"775",775,"Fossil Group","723","$2,788 ","-8.40%","($478.20)","-706.30%","$1,658 ","$618 ","12,300","Kosta Kartsotis","Chairman &  Chief Executive Officer","Apparel","Apparel","-","Richardson","TX",32.9483335,-96.7298519,"male","FOSL"
"776",776,"Dominos Pizza","815","$2,788 ","12.80%","$277.90 ","29.50%","$837 ","$10,060 ","14,200","Patrick Doyle","President, Chief Executive Officer &  Director","Hotels, Restaurants &  Leisure","Food Services","-","Ann Arbor","MI",42.2808256,-83.7430378,"male",NA
"777",777,"Crane","767","$2,786 ","1.40%","$171.80 ","39.90%","$3,594 ","$5,547 ","10,600","Max Mitchell","President, Chief Executive Officer &  Director","Industrials","Industrial Machinery","-","Stamford","CT",41.0534302,-73.5387341,"male","CRNX"
"778",778,"Caleres","790","$2,786 ","8.00%","$87.20 ","32.80%","$1,489 ","$1,444 ","12,000","Diane Sullivan","Chairman, President &  Chief Executive Officer","Retailing","Specialty Retailers: Apparel","-","St. Louis","MO",38.6270025,-90.1994042,"female","CAL"
"779",779,"Tempur Sealy International","709","$2,754 ","-12.00%","$151.40 ","-20.60%","$2,694 ","$2,461 ","7,000","Scott Thompson","Chairman, President &  Chief Executive Officer","Household Products","Home Equipment, Furnishings","-","Lexington","KY",38.0405837,-84.5037164,"male","TPX"
"780",780,"Tetra Tech","789","$2,753 ","6.60%","$117.90 ","40.70%","$1,903 ","$2,734 ","16,000","Dan Batrack","Chairman, President &  Chief Executive Officer","Engineering &  Construction","Engineering, Construction","-","Pasadena","CA",34.1477849,-118.1445155,"male","TTEK"
"781",781,"Illumina","833","$2,752 ","14.70%","$726.00 ","56.90%","$5,257 ","$34,754 ","6,200","Francis deSouza","President, Chief Executive Officer &  Director","Technology","Scientific,Photographic and  Control Equipment","-","San Diego","CA",32.715738,-117.1610838,"male","ILMN"
"782",782,"Valmont Industries","804","$2,746 ","8.90%","$116.20 ","-32.90%","$2,602 ","$3,322 ","10,690","Stephen Kaniewski","President, Chief Executive Officer &  Director","Materials","Metals","-","Omaha","NE",41.2565369,-95.9345034,"male","VMI"
"783",783,"Hill-Rom Holdings","784","$2,744 ","3.30%","$133.60 ","7.70%","$4,529 ","$5,757 ","10,000","John Groetelaars","President, Chief Executive Officer &  Director","Health Care","Medical Products and Equipment","-","Chicago","IL",41.8781136,-87.6297982,"male","HRC"
"784",784,"Unisys","756","$2,742 ","-2.80%","($65.30)","-","$2,542 ","$544 ","20,500","Peter Altabef","President, Chief Executive Officer &  Director","Technology","Information Technology Services","-","Blue Bell","PA",40.1523309,-75.266289,"male","UIS"
"785",785,"Zions Bancorp.","816","$2,736 ","10.80%","$592.00 ","26.20%","$66,288 ","$10,362 ","10,083","Harris Simmons","Chairman &  Chief Executive Officer","Financials","Commercial Banks","-","Salt Lake City","UT",40.7607793,-111.8910474,"male","ZION"
"786",786,"Sinclair Broadcast Group","769","$2,734 ","-0.10%","$576.00 ","134.80%","$6,785 ","$3,185 ","8,900","Christopher Ripley","President, Chief Executive Officer &  Director","Media","Entertainment","-","Cockeysville","MD",39.4900013,-76.6585074,"male","SBGI"
"787",787,"Louisiana-Pacific","878","$2,734 ","22.40%","$389.80 ","160.20%","$2,449 ","$4,173 ","5,000","Bradley Southern","Chairman &  Chief Executive Officer","Materials","Building Materials, Glass","-","Nashville","TN",36.1626638,-86.7816016,"male","LPX"
"788",788,"Mettler-Toledo International","810","$2,725 ","8.60%","$376.00 ","-2.20%","$2,550 ","$14,635 ","14,600","Olivier Filliol","President, Chief Executive Officer &  Director","Technology","Scientific,Photographic and  Control Equipment","-","Columbus","OH",39.9611755,-82.9987942,"male","MTD"
"789",789,"Synopsys","827","$2,725 ","12.50%","$136.60 ","-48.80%","$5,396 ","$12,380 ","11,686","Aart de Geus/Chi-Foon Chan","Chairman &  Co-Chief Executive Officer","Technology","Computer Software","-","Mountain View","CA",37.3860517,-122.0838511,NA,"SNPS"
"790",790,"Kemper","803","$2,723 ","8.00%","$120.90 ","619.60%","$8,376 ","$2,933 ","5,550","Joseph Lacher Jr","President, Chief Executive Officer &  Director","Financials","Insurance: Property and Casualty (Stock)","-","Chicago","IL",41.8781136,-87.6297982,"male","KMPA"
"791",791,"Cabot","829","$2,717 ","12.70%","$241.00 ","61.70%","$3,314 ","$3,444 ","4,500","Sean Keohane","President, Chief Executive Officer &  Director","Chemicals","Chemicals","-","Boston","MA",42.3600825,-71.0588801,"male","CCMP"
"792",792,"Great Plains Energy","778","$2,708 ","1.20%","($106.20)","-136.60%","$12,458 ","$6,856 ","2,709","Terry Bassham","Chairman, President &  Chief Executive Officer","Energy","Utilities: Gas and Electric","-","KCMO","MO",39.0997265,-94.5785667,"male","GPP"
"793",793,"Rent-A-Center","735","$2,703 ","-8.80%","$6.70 ","-","$1,421 ","$461 ","18,300","Mitchell Fadel","Chairman &  Chief Executive Officer","Retailing","Specialty Retailers: Other","-","Plano","TX",33.0198431,-96.6988856,"male","RCII"
"794",794,"Hawaiian Holdings","819","$2,696 ","10.00%","$364.00 ","54.60%","$2,860 ","$1,986 ","6,660","Peter Ingram","President, Chief Executive Officer &  Director","Transportation","Airlines","-","Honolulu","HI",21.3069444,-157.8583333,"male","HA"
"795",795,"Revlon","855","$2,694 ","15.40%","($183.20)","-","$3,057 ","$1,085 ","7,800","Debra Perelman","Vice Chairman &  Chief Executive Officer","Household Products","Household and Personal Products","-","New York","NY",40.7127753,-74.0059728,"female","REV"
"796",796,"Syneos Health","","$2,672 ","65.90%","($138.50)","-222.90%","$7,286 ","$3,713 ","21,000","Alistair MacDonald","Chairman &  Chief Executive Officer","Health Care","Health Care: Pharmacy and Other Services","-","Raleigh","NC",35.7795897,-78.6381787,"male","SYNH"
"797",797,"Public Storage","794","$2,669 ","4.20%","$1,442.20 ","-0.80%","$10,733 ","$34,885 ","5,600","Ronald Havner Jr","Chairman &  Chief Executive Officer","Financials","Real estate","-","Glendale","CA",34.1425078,-118.255075,"male","PSA"
"798",798,"TTM Technologies","800","$2,659 ","4.90%","$124.20 ","256.30%","$2,782 ","$1,582 ","29,000","Thomas Edman","President, Chief Executive Officer &  Director","Technology","Semiconductors and Other Electronic Components","-","Costa Mesa","CA",33.6412156,-117.9188221,"male","UQM"
"799",799,"Vectren","820","$2,657 ","8.50%","$216.00 ","2.10%","$6,239 ","$5,310 ","5,500","Carl Chapman","Chairman, President &  Chief Executive Officer","Energy","Utilities: Gas and Electric","-","Evansville","IN",37.9715592,-87.5710898,"male",NA
"800",800,"Trimble","844","$2,654 ","12.40%","$121.10 ","-8.50%","$4,298 ","$8,920 ","9,523","Steven Berglund","President, Chief Executive Officer &  Director","Technology","Scientific,Photographic and  Control Equipment","-","Sunnyvale","CA",37.36883,-122.0363496,"male","TRMB"
"801",801,"NOW","910","$2,648 ","25.70%","($52.00)","-","$1,749 ","$1,104 ","4,463","Robert Workman","President, Chief Executive Officer &  Director","Wholesalers","Wholesalers: Diversified","-","Houston","TX",29.7604267,-95.3698028,"male","FLWS"
"802",802,"Spirit Airlines","860","$2,648 ","14.00%","$420.60 ","58.80%","$4,144 ","$2,577 ","6,100","Robert Fornaro","Chairman &  Chief Executive Officer","Transportation","Airlines","-","Miramar","FL",25.9860762,-80.3035602,"male","SAVE"
"803",803,"ASGN","822","$2,626 ","7.60%","$157.70 ","62.20%","$1,810 ","$4,272 ","3,800","Peter Dameris","Chief Executive Officer &  Director","Business Services","Temporary Help","-","Calabasas","CA",34.1367208,-118.6614809,"male","AGNC"
"804",804,"Lincoln Electric Holdings","868","$2,624 ","15.40%","$247.50 ","24.80%","$2,407 ","$5,902 ","11,000","Christopher Mapes","Chairman, President &  Chief Executive Officer","Industrials","Industrial Machinery","-","Cleveland","OH",41.49932,-81.6943605,"male","LECO"
"805",805,"Prologis","801","$2,618 ","3.40%","$1,652.30 ","36.60%","$29,481 ","$33,578 ","1,565","Hamid Moghadam","Chairman &  Chief Executive Officer","Financials","Real estate","-","SF","CA",37.7749295,-122.4194155,"male","PLD"
"806",806,"Range Resources","","$2,611 ","137.40%","$333.10 ","-","$11,729 ","$3,614 ","773","Jeffrey Ventura","Chairman, President &  Chief Executive Officer","Energy","Mining, Crude-Oil Production","-","Fort Worth","TX",32.7554883,-97.3307658,"male","MR"
"807",807,"Teledyne Technologies","900","$2,604 ","21.10%","$227.20 ","19.00%","$3,846 ","$6,682 ","10,340","Robert Mehrabian","Chairman, President &  Chief Executive Officer","Aerospace &  Defense","Aerospace and Defense","-","Thousand Oaks","CA",34.1705609,-118.8375937,"male","TDY"
"808",808,"Vishay Intertechnology","858","$2,604 ","12.10%","($20.30)","-141.70%","$3,459 ","$2,682 ","23,000","Gerald Paul","President, Chief Executive Officer &  Director","Technology","Semiconductors and Other Electronic Components","-","Malvern","PA",40.0362184,-75.5138118,"male","VSH"
"809",809,"Boston Properties","796","$2,602 ","2.00%","$462.40 ","-9.80%","$19,372 ","$19,018 ","740","Owen Thomas","Chief Executive Officer","Financials","Real estate","-","Boston","MA",42.3600825,-71.0588801,"male","BXP"
"810",810,"Applied Industrial Technologies","806","$2,594 ","2.90%","$133.90 ","352.80%","$1,388 ","$2,819 ","5,554","Neil Schrimsher","President, Chief Executive Officer &  Director","Wholesalers","Wholesalers: Diversified","-","Cleveland","OH",41.49932,-81.6943605,"male","AIT"
"811",811,"Graham Holdings","813","$2,592 ","4.40%","$302.00 ","79.20%","$4,938 ","$3,312 ","16,153","Timothy O�Shaughnessy","President, Chief Executive Officer &  Director","Business Services","Education","-","Arlington","VA",38.8816208,-77.0909809,"male","GHC"
"812",812,"Amica Mutual Insurance","834","$2,590 ","8.00%","$96.10 ","-38.90%","$6,355 ","-","3,693","Robert DiMuccio","Chairman, President &  Chief Executive Officer","Financials","Insurance: Property and Casualty (Mutual)","-","Lincoln","RI",41.9110123,-71.4418101,"male",NA
"813",813,"Concho Resources","","$2,586 ","58.20%","$956.00 ","-","$13,732 ","$22,409 ","1,203","Timothy Leach","Chairman &  Chief Executive Officer","Energy","Mining, Crude-Oil Production","-","Midland","TX",31.9973456,-102.0779146,"male","CXO"
"814",814,"ITT","830","$2,585 ","7.50%","$113.50 ","-39.00%","$3,700 ","$4,343 ","10,000","Denise Ramos","President, Chief Executive Officer &  Director","Industrials","Industrial Machinery","-","White Plains","NY",41.0339862,-73.7629097,"female","BRG"
"815",815,"Kansas City Southern","854","$2,583 ","10.70%","$962.00 ","101.20%","$9,199 ","$11,320 ","7,130","Patrick Ottensmeyer","President, Chief Executive Officer &  Director","Transportation","Railroads","-","KCMO","MO",39.0997265,-94.5785667,"male","KSU"
"816",816,"MDC Holdings","857","$2,578 ","10.80%","$141.80 ","37.40%","$2,780 ","$1,567 ","1,491","Larry Mizel","Chairman &  Chief Executive Officer","Engineering &  Construction","Homebuilders","-","Denver","CO",39.7392358,-104.990251,"male","GDS"
"817",817,"Evergy","793","$2,571 ","0.30%","$323.90 ","-6.50%","$11,624 ","$7,480 ","2,205","Terry Bassham","President, Chief Executive Officer &  Director","Energy","Utilities: Gas and Electric","-","Topeka","KS",39.0473451,-95.6751576,"male","AE"
"818",818,"Pinnacle Entertainment","840","$2,562 ","7.70%","$63.10 ","-","$3,950 ","$1,753 ","15,377","Anthony Sanfilippo","Chairman &  Chief Executive Officer","Hotels, Restaurants &  Leisure","Hotels, Casinos, Resorts","-","Las Vegas","NV",36.1699412,-115.1398296,"male",NA
"819",819,"Hawaiian Electric Industries","839","$2,556 ","7.30%","$165.30 ","-33.40%","$13,100 ","$3,742 ","3,880","Constance Lau","President, Chief Executive Officer &  Director","Energy","Utilities: Gas and Electric","-","Honolulu","HI",21.3069444,-157.8583333,"female","HE"
"820",820,"TEGNA","671","$2,550 ","-23.70%","$273.70 ","-37.30%","$4,962 ","$2,456 ","5,283","David Lougee","President, Chief Executive Officer &  Director","Media","Entertainment","-","McLean","VA",38.9338676,-77.1772604,"male","BGY"
"821",821,"Southwest Gas Holdings","817","$2,549 ","3.60%","$193.80 ","27.50%","$6,237 ","$3,259 ","7,771","John Hester","President, Chief Executive Officer &  Director","Energy","Utilities: Gas and Electric","-","Las Vegas","NV",36.1699412,-115.1398296,"male","SGB"
"822",822,"Vista Outdoor","872","$2,547 ","12.20%","($274.50)","-286.70%","$2,977 ","$936 ","6,400","Christopher Metz","Chairman &  Chief Executive Officer","Household Products","Miscellaneous","-","Farmington","UT",40.9804999,-111.8874392,"male","VSTO"
"823",823,"Bon-Ton Stores","779","$2,541 ","-5.00%","($90.70)","-","$1,587 ","$1 ","23,300","William Tracy","President, Chief Executive Officer &  Director","Retailing","General Merchandisers","-","York","PA",39.9625984,-76.727745,"male",NA
"824",824,"Super Micro Computer","884","$2,530 ","14.20%","$69.30 ","-3.70%","$1,489 ","$828 ","2,699","Charles Liang","Chairman, President &  Chief Executive Officer","Technology","Computers, Office Equipment","-","San Jose","CA",37.3382082,-121.8863286,"male",NA
"825",825,"Plexus","795","$2,528 ","-1.10%","$112.10 ","46.60%","$1,976 ","$2,012 ","16,000","Todd Kelsey","President, Chief Executive Officer &  Director","Technology","Semiconductors and Other Electronic Components","-","Neenah","WI",44.1858193,-88.462609,"male","PLXS"
"826",826,"TrueBlue","766","$2,509 ","-8.80%","$55.50 ","-","$1,109 ","$1,063 ","5,500","Steven Cooper","Chairman &  Chief Executive Officer","Business Services","Temporary Help","-","Tacoma","WA",47.2528768,-122.4442906,"male","TBI"
"827",827,"Magellan Midstream Partners","889","$2,508 ","13.70%","$869.50 ","8.30%","$7,394 ","$13,315 ","1,802","Michael Mears","Chairman, President &  Chief Executive Officer","Energy","Pipelines","-","Tulsa","OK",36.1539816,-95.992775,"male","MMP"
"828",828,"Toro","836","$2,505 ","4.70%","$267.70 ","15.90%","$1,494 ","$6,621 ","6,779","Richard Olson","Chairman, President &  Chief Executive Officer","Industrials","Construction and Farm Machinery","-","Bloomington","MN",44.840798,-93.2982799,"male","CTO"
"829",829,"Akamai Technologies","851","$2,503 ","7.00%","$218.30 ","-30.90%","$4,603 ","$12,069 ","7,650","Thomson Leighton","Chief Executive Officer &  Director","Technology","Internet Services and Retailing","-","Cambridge","MA",42.3736158,-71.1097335,"male","AKAM"
"830",830,"Moog","828","$2,498 ","3.50%","$141.30 ","11.50%","$3,091 ","$2,949 ","10,675","John Scannell","Chairman &  Chief Executive Officer","Aerospace &  Defense","Aerospace and Defense","-","Elma Center","NY",42.8212288,-78.6341996,"male","EMB"
"831",831,"Vertex Pharmaceuticals","","$2,489 ","46.20%","$263.50 ","-","$3,546 ","$41,379 ","2,300","Jeffrey Leiden","Chairman, President &  Chief Executive Officer","Health Care","Pharmaceuticals","-","Boston","MA",42.3600825,-71.0588801,"male","AERI"
"832",832,"Equity Residential","825","$2,471 ","1.90%","$603.50 ","-85.90%","$20,571 ","$22,687 ","2,683","David Neithercut","President, Chief Executive Officer &  Director","Financials","Real estate","-","Chicago","IL",41.8781136,-87.6297982,"male","EQR"
